areaNo,time,condiCode,isDay,temp,humidity,humidInfo,rainRatio,snowRatio,uv,uvInfo
3100000000,2022-05-12 04:00,1030,0,16,95,,79,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 05:00,1030,0,16,96,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 06:00,1030,1,17,95,,82,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 07:00,1009,1,18,91,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 08:00,1009,1,18,90,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 09:00,1027,1,19,90,,68,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 10:00,1015,1,19,91,,67,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 11:00,1015,1,18,92,,75,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 12:00,1018,1,18,95,,56,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 13:00,1027,1,17,93,,87,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 14:00,1027,1,16,92,,60,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 15:00,1015,1,17,90,,63,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 16:00,1009,1,17,91,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 17:00,1009,1,16,91,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 18:00,1009,1,16,91,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 19:00,1009,1,15,91,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 20:00,1030,0,14,94,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 21:00,1030,0,13,95,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 22:00,1030,0,13,95,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
3100000000,2022-05-12 23:00,1030,0,13,95,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 04:11,1000,0,15,77,현재 습도는 77%로 매우 습한 날씨입니다. 습한 환경에 약한 식물을 잘 보살펴 주세요.,,,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 05:00,1003,0,16,55,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 06:00,1003,1,16,55,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 07:00,1003,1,16,53,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 08:00,1003,1,17,51,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 09:00,1003,1,18,45,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 10:00,1000,1,19,40,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 11:00,1000,1,20,37,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-11 12:00,1000,1,21,36,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-11 13:00,1000,1,21,35,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-11 14:00,1000,1,21,35,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-11 15:00,1000,1,21,36,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-11 16:00,1000,1,20,38,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-11 17:00,1000,1,19,41,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 18:00,1000,1,19,44,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 19:00,1000,1,18,47,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 20:00,1000,0,17,51,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 21:00,1000,0,17,55,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 22:00,1000,0,16,59,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-11 23:00,1000,0,17,60,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 00:00,1000,0,17,58,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 01:00,1000,0,17,58,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 02:00,1000,0,17,58,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 03:00,1000,0,17,58,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 04:00,1000,0,17,60,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 05:00,1000,0,16,61,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 06:00,1000,1,16,60,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 07:00,1003,1,17,57,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 08:00,1003,1,18,51,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 09:00,1000,1,19,47,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 10:00,1000,1,21,39,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 11:00,1000,1,24,33,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 12:00,1000,1,27,29,,0,0,7,자외선 지수는 7로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 13:00,1000,1,28,26,,0,0,7,자외선 지수는 7로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 14:00,1000,1,28,28,,0,0,7,자외선 지수는 7로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 15:00,1000,1,26,29,,0,0,7,자외선 지수는 7로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 16:00,1000,1,25,30,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 17:00,1000,1,24,32,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 18:00,1000,1,23,35,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 19:00,1000,1,21,41,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
2800000000,2022-05-12 20:00,1000,0,20,44,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 21:00,1000,0,20,44,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 22:00,1000,0,20,44,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
2800000000,2022-05-12 23:00,1000,0,20,45,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 04:11,1003,0,12,65,현재 습도는 65%로 쾌적한 날씨입니다. 식물을 키우기 딱 좋아요!,,,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 05:00,1006,0,12,67,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 06:00,1006,1,12,65,,0,0,3,자외선 지수는 3로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 07:00,1003,1,13,66,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 08:00,1003,1,14,61,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 09:00,1003,1,16,55,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 10:00,1000,1,19,46,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 11:00,1000,1,21,43,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-11 12:00,1003,1,22,41,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-11 13:00,1003,1,23,40,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-11 14:00,1003,1,23,41,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-11 15:00,1003,1,23,43,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-11 16:00,1003,1,22,50,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-11 17:00,1003,1,21,54,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-11 18:00,1003,1,20,62,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 19:00,1003,1,18,67,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 20:00,1003,0,17,71,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 21:00,1003,0,16,76,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 22:00,1003,0,15,77,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-11 23:00,1003,0,15,77,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 00:00,1000,0,14,78,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 01:00,1000,0,14,80,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 02:00,1000,0,14,80,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 03:00,1000,0,13,79,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 04:00,1000,0,13,78,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 05:00,1000,0,14,76,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 06:00,1000,1,14,76,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 07:00,1000,1,15,72,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 08:00,1000,1,17,66,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 09:00,1000,1,19,60,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 10:00,1000,1,20,55,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 11:00,1000,1,21,52,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 12:00,1000,1,22,50,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 13:00,1003,1,22,49,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 14:00,1003,1,23,49,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 15:00,1003,1,23,50,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 16:00,1003,1,22,54,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 17:00,1003,1,21,61,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4783000000,2022-05-12 18:00,1003,1,19,70,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 19:00,1003,1,16,83,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 20:00,1003,0,15,89,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 21:00,1003,0,15,91,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 22:00,1006,0,14,91,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4783000000,2022-05-12 23:00,1006,0,14,91,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 04:11,1000,0,12,88,현재 습도는 88%로 매우 습한 날씨입니다. 습한 환경에 약한 식물을 잘 보살펴 주세요.,,,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 05:00,1003,0,12,65,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 06:00,1003,1,12,71,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 07:00,1006,1,14,66,,0,0,3,자외선 지수는 3로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 08:00,1003,1,14,65,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 09:00,1000,1,17,52,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 10:00,1000,1,18,52,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 11:00,1000,1,19,52,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 12:00,1000,1,19,52,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 13:00,1000,1,20,51,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 14:00,1000,1,20,52,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 15:00,1000,1,20,52,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4221000000,2022-05-11 16:00,1000,1,20,55,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 17:00,1000,1,19,56,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 18:00,1000,1,17,67,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 19:00,1000,1,16,74,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 20:00,1000,0,15,72,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 21:00,1000,0,14,73,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 22:00,1009,0,14,72,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-11 23:00,1009,0,14,71,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 00:00,1009,0,14,71,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 01:00,1000,0,14,71,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 02:00,1003,0,13,73,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 03:00,1000,0,13,73,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 04:00,1000,0,13,73,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 05:00,1000,0,13,74,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 06:00,1000,1,13,82,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 07:00,1000,1,13,83,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 08:00,1000,1,14,80,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 09:00,1000,1,15,75,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 10:00,1000,1,15,72,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 11:00,1000,1,15,71,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 12:00,1000,1,17,70,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 13:00,1000,1,16,71,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 14:00,1000,1,16,72,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 15:00,1000,1,16,73,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 16:00,1000,1,16,76,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 17:00,1000,1,15,81,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 18:00,1003,1,14,84,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 19:00,1003,1,13,90,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 20:00,1030,0,12,95,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 21:00,1030,0,11,94,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 22:00,1006,0,11,93,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4221000000,2022-05-12 23:00,1006,0,11,92,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 04:11,1003,0,11,41,현재 습도는 41%로 쾌적한 날씨입니다. 식물을 키우기 딱 좋아요!,,,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 05:00,1003,0,10,42,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 06:00,1006,1,11,43,,0,0,3,자외선 지수는 3로 보통 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 07:00,1003,1,12,44,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 08:00,1003,1,16,39,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 09:00,1000,1,19,36,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 10:00,1000,1,20,35,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 11:00,1003,1,22,34,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 12:00,1000,1,24,33,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 13:00,1000,1,24,34,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 14:00,1000,1,24,35,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 15:00,1000,1,24,37,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 16:00,1000,1,23,41,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 17:00,1000,1,22,49,,0,0,6,자외선 지수는 6로 높은 수준입니다. 식물들도 자외선에 약하니 주의해주세요.
4776000000,2022-05-11 18:00,1000,1,19,57,,0,0,5,자외선 지수는 5로 보통 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 19:00,1000,1,15,69,,0,0,4,자외선 지수는 4로 보통 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 20:00,1000,0,13,72,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 21:00,1000,0,12,73,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
4776000000,2022-05-11 22:00,1000,0,12,71,,0,0,1,자외선 지수는 1로 낮은 수준입니다. 식물들이 좋아하겠네요!
